145
-1	0	1488	64	16	16
-1	0	1504	64	16	16
-1	0	1520	64	16	16
-1	0	848	96	16	16
-1	0	864	96	16	16
-1	0	880	96	16	16
-1	0	896	96	16	16
-1	0	912	96	16	16
-1	0	928	96	16	16
-1	0	944	96	16	16
-1	0	1232	96	16	16
-1	0	1296	96	16	16
-1	0	1312	96	16	16
-1	0	1328	96	16	16
-1	0	1344	96	16	16
-1	0	1360	96	16	16
-1	0	1456	96	16	16
-1	0	816	128	16	16
-1	0	1424	128	16	16
-1	0	592	160	16	16
-1	0	656	160	16	16
-1	0	720	160	16	16
-1	0	784	160	16	16
-1	0	1040	160	16	16
-1	0	1056	160	16	16
-1	0	1072	160	16	16
-1	0	1472	64	16	16
-1	0	832	96	16	16
-1	0	1440	96	16	16
-1	0	800	128	16	16
-1	0	576	160	16	16
-1	0	640	160	16	16
-1	0	704	160	16	16
-1	0	768	160	16	16
-1	0	1024	160	16	16
-1	0	1600	160	16	16
-1	0	1664	160	16	16
-1	0	1728	160	16	16
-1	0	1221	294	16	16
-1	0	32	176	16	16
-1	0	48	176	16	16
-1	0	64	176	16	16
-1	0	80	176	16	16
-1	0	96	176	16	16
-1	0	112	176	16	16
-1	0	128	176	16	16
-1	0	144	176	16	16
-1	0	160	176	16	16
-1	0	176	176	16	16
-1	0	192	176	16	16
-1	0	208	176	16	16
-1	0	224	176	16	16
-1	0	240	176	16	16
-1	0	256	176	16	16
-1	0	272	176	16	16
-1	0	288	176	16	16
-1	0	304	176	16	16
-1	0	320	176	16	16
-1	0	336	176	16	16
-1	0	352	176	16	16
-1	0	368	176	16	16
-1	0	384	176	16	16
-1	0	400	176	16	16
-1	0	416	176	16	16
-1	0	432	176	16	16
-1	0	448	176	16	16
-1	0	464	176	16	16
-1	0	480	176	16	16
-1	0	496	176	16	16
-1	0	512	176	16	16
-1	0	1136	176	16	16
-1	0	1152	176	16	16
-1	0	1168	176	16	16
-1	0	1184	176	16	16
-1	0	1200	176	16	16
-1	0	1216	176	16	16
-1	0	1232	176	16	16
-1	0	1248	176	16	16
-1	0	1264	176	16	16
-1	0	1280	176	16	16
-1	0	1296	176	16	16
-1	0	1312	176	16	16
-1	0	1328	176	16	16
-1	0	1344	176	16	16
-1	0	1360	176	16	16
-1	0	1376	176	16	16
-1	0	1808	176	16	16
-1	0	1824	176	16	16
-1	0	1840	176	16	16
-1	0	1856	176	16	16
-1	0	1872	176	16	16
-1	0	1888	176	16	16
-1	0	1904	176	16	16
-1	0	1920	176	16	16
-1	0	1936	176	16	16
-1	0	1952	176	16	16
-1	0	1968	176	16	16
-1	0	1984	176	16	16
-1	0	2000	176	16	16
-1	0	2016	176	16	16
-1	0	2032	176	16	16
-1	0	528	176	16	16
-1	0	1392	176	16	16
-1	0	1408	135	16	8
-1	0	1615	160	16	16
-1	0	1680	160	16	16
-1	0	1744	160	16	16
-1	0	1507	265	16	16
-1	0	608	160	8	16
-1	0	672	160	8	16
-1	0	736	160	8	16
-1	0	760	160	8	16
-1	0	16	176	16	16
-1	0	0	176	16	16
1	1	486	128	24	32
1	1	424	128	24	32
1	1	389	128	24	32
1	1	357	128	24	32
1	1	599	299	24	32
1	1	1302	59	24	32
1	1	1445	61	24	32
1	1	1478	27	24	32
1	1	1890	134	24	32
1	1	1961	134	24	32
1	1	1924	210	24	32
7	1	1367	139	16	32
5	1	807	94	24	32
5	1	1232	63	24	32
4	1	556	33	17	25
4	1	722	33	17	25
4	1	1057	69	17	25
4	1	925	349	17	25
4	1	1567	63	17	25
4	1	1718	54	17	25
4	1	1862	49	17	25
4	1	1628	350	17	25
4	1	243	318	17	25
4	1	339	259	17	25
3	1	626	137	16	11
3	1	345	370	16	11
3	1	345	370	16	11
2	1	40	146	24	15
2	1	930	79	24	15
2	1	890	79	24	15
2	1	1267	153	24	15
